League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_Saldo_Golos_H_HT,CV_Saldo_Golos_H_HT,Media_Saldo_Golos_H_FT,CV_Saldo_Golos_H_FT,PPJ_H,CV_PPJ_H,Power_Ranking_HT_H,CV_Power_Ranking_HT_H,Power_Ranking_FT_H,CV_Power_Ranking_FT_H,Average_Goals_Scored_by_Home_Teams,Average_Goals_Conceded_by_Home_Teams,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_Geral_GM_H,Media_Geral_GS_H,Media_GM_H_6j,Media_GS_H_6j,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H_1P,media_chutes_home,media_chutes_por_gol_H,media_movel_chutes_por_gol_H,media_ataques_perigosos_por_gol_H,media_movel_ataques_perigosos_por_gol_H,media_cartoes_amarelos_H,media_movel_media_cartoes_amarelos_H,media_cartoes_vermelhos_H,media_movel_media_cartoes_vermelhos_H,Media_FT_Corners_H_MAR,CV_Corners_H_MAR,Media_FT_Corners_H_SFR,CV_Corners_H_SFR,Media_VG_H,CV_VG_H,Media_CG_H,CV_CG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Porc_Home_Win,0x0_Home,1x0_Home,1x1_Home,0x1_Home,2x0_Home,2x1_Home,2x2_Home,0x2_Home,1x2_Home,3x0_Home,3x1_Home,3x2_Home,3x3_Home,0x3_Home,1x3_Home,2x3_Home,Goleada_Home,O_qualquer_Empate_Home,Media_Saldo_Golos_A_HT,CV_Saldo_Golos_A_HT,Media_Saldo_Golos_A_FT,CV_Saldo_Golos_A_FT,PPJ_A,CV_PPJ_A,Power_Ranking_HT_A,CV_Power_Ranking_HT_A,Power_Ranking_FT_A,CV_Power_Ranking_FT_A,Average_Goals_Scored_by_Away_Teams,Average Goals Conceded by Away Teams,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_Geral_GM_A,Media_Geral_GS_A,Media_GM_A_6j,Media_GS_A_6j,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A_1P,media_chutes_away,media_chutes_por_gol_A,media_movel_chutes_por_gol_A,media_ataques_perigosos_por_gol_A,media_movel_ataques_perigosos_por_gol_A,media_cartoes_amarelos_A,media_movel_media_cartoes_amarelos_A,media_cartoes_vermelhos_A,media_movel_media_cartoes_vermelhos_A,Media_FT_Corners_A_MAR,CV_Corners_A_MAR,Media_FT_Corners_A_SFR,CV_Corners_A_SFR,Media_VG_A,CV_VG_A,Media_CG_A,CV_CG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Porc_Away_Win,0x0_Away,1x0_Away,1x1_Away,0x1_Away,2x0_Away,2x1_Away,2x2_Away,0x2_Away,1x2_Away,3x0_Away,3x1_Away,3x2_Away,3x3_Away,0x3_Away,1x3_Away,2x3_Away,Goleada_Away,O_qualquer_Empate_Away
PORTUGAL - LIGA PORTUGAL 2,2023-12-23,13:45,RONDA 15,Marítimo,Penafiel,4,15,1.6375,4.281045751633987,6.421568627450981,1.4,2.75,1.3,3.4,2.0,1.85,3.4,1.3,2.0,1.73,0.6106870229007634,0.233587786259542,0.15572519083969466,0.5960341321378088,2.065648854961832,0.7007633587786259,0.0,1.0,-0.17,-1.22,0.83,0.27,0.67,0.89,-0.83,-1.08,1.38,1.16,0.67,0.29,1.5,0.23,1.27,1.2,1.33,1.5,27.6,36.6,33.33,0.0,16.67,0.0,5.0,0.0,3.9,0.0,56.1,1.8,1.8,0.09,0.09,6.17,0.56,5.5,0.49,0.32,0.69,2.8,0.64,66.67,50.0,33.33,83.33,66.67,66.67,16.67,0.0,10.0,0.0,10.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.77,-1.33,-0.66,0.17,1.17,-1.5,-0.28,-3.67,-0.11,1.16,1.38,0.17,0.41,0.83,0.52,0.85,1.41,0.17,1.5,,39.0,66.67,66.67,16.67,0.0,2.83,0.0,,0.0,,1.8,1.8,0.09,0.09,6.0,0.34,5.33,0.27,0.07,2.24,0.51,2.24,50.0,16.67,50.0,50.0,16.67,16.67,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCÓCIA - CAMPEONATO,2023-12-23,16:00,RONDA 17,Airdrieonians,Morton,7,5,2.3444444444444446,3.836363636363636,3.1969696969696964,1.36,3.0,1.25,3.75,1.83,2.03,3.0,1.36,1.73,2.0,0.42654028436018954,0.26066350710900477,0.31279620853080575,0.20777545229178163,1.5402843601895735,1.1990521327014219,0.33,1.17,0.17,3.34,1.67,0.2,1.0,0.77,0.83,1.46,1.41,1.25,0.67,0.6,1.17,0.62,2.0,1.42,1.17,1.0,39.8,39.25,16.67,16.67,33.33,0.0,3.83,0.0,3.4,0.0,31.7,1.8,1.8,0.09,0.09,4.17,0.74,4.0,0.48,0.35,0.55,2.74,0.56,83.33,16.67,16.67,83.33,33.33,50.0,50.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,-0.67,-0.82,-0.5,-1.11,0.83,0.18,-1.67,-0.44,-1.17,-0.6,1.25,1.41,0.33,0.41,1.17,0.31,1.05,1.33,1.0,1.5,55.2,8.75,33.33,33.33,16.67,16.67,3.33,0.0,3.1,0.0,42.9,1.8,1.8,0.09,0.09,4.67,0.56,6.0,0.39,0.47,0.52,3.92,0.51,66.67,50.0,33.33,66.67,50.0,66.67,16.67,10.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
ESCÓCIA - CAMPEONATO,2023-12-23,16:00,RONDA 17,Arbroath,Dunfermline,9,4,3.9633507853403143,3.9633507853403143,2.0186666666666664,1.36,3.0,1.25,3.75,1.8,2.0,2.75,1.4,1.73,2.0,0.2523117569352708,0.2523117569352708,0.49537648612945845,0.3437454365609638,1.0092470277410832,1.7384412153236461,-0.33,-0.52,0.0,1.0,1.0,0.15,-1.0,-0.7,-1.0,-0.47,1.41,1.25,0.5,0.37,2.0,0.24,1.2,1.18,1.67,1.67,53.0,36.8,0.0,0.0,16.67,0.0,4.83,0.0,2.7,0.0,21.45,1.8,1.8,0.09,0.09,4.17,0.67,4.83,0.63,0.58,0.74,4.63,0.74,83.33,50.0,16.67,83.33,83.33,66.67,33.33,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,-0.17,-3.85,1.33,0.23,0.0,1.0,0.17,5.28,1.25,1.41,0.33,0.26,1.5,0.12,0.85,1.42,1.0,1.17,48.25,58.2,0.0,0.0,16.67,0.0,4.33,0.0,2.38,0.0,38.0,1.8,1.8,0.09,0.09,7.67,0.39,6.0,0.8,0.4,0.77,3.19,0.75,50.0,16.67,50.0,83.33,33.33,50.0,33.33,10.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ESCÓCIA - CAMPEONATO,2023-12-23,16:00,RONDA 17,Partick Thistle,Inverness,3,8,1.875,4.285714285714286,4.285714285714286,1.3,3.4,1.2,4.33,1.62,2.25,2.5,1.5,1.62,2.2,0.5333333333333333,0.23333333333333334,0.23333333333333334,0.4242640687119285,1.8333333333333335,0.9333333333333333,-0.17,-2.76,-0.33,-2.6,1.67,0.29,0.17,9.2,0.33,5.31,1.41,1.25,0.83,0.29,1.83,0.11,1.67,1.1,1.67,2.0,16.75,21.4,50.0,33.33,0.0,0.0,4.5,1.0,2.42,18.5,21.46,1.8,1.8,0.09,0.09,2.83,0.43,5.0,0.46,0.47,0.81,3.7,0.8,100.0,66.67,0.0,100.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.17,3.54,0.33,2.63,1.33,0.29,1.17,0.59,0.67,0.84,1.25,1.41,0.67,0.26,1.83,0.14,1.36,1.32,1.67,1.33,38.8,51.67,16.67,16.67,16.67,16.67,3.83,0.0,2.4,0.0,30.87,1.8,1.8,0.09,0.09,3.67,0.37,4.5,0.53,0.76,0.8,6.51,0.77,66.67,50.0,33.33,83.33,50.0,83.33,33.33,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,12:30,RONDA 17,Frosinone,Juventus,13,2,6.018181818181818,3.924901185770751,1.7269565217391303,1.4,2.75,1.3,3.5,2.05,1.85,3.5,1.3,1.95,1.8,0.1661631419939577,0.25478348439073517,0.5790533736153072,0.532431093675576,0.7532729103726084,1.9919436052366568,0.17,1.75,1.0,0.14,2.67,0.08,0.5,2.0,3.67,0.16,1.46,1.24,0.83,0.25,1.83,0.15,1.8,0.8,2.17,1.17,42.83,49.33,16.67,16.67,33.33,0.0,4.33,,2.17,,28.21,1.8,1.8,0.09,0.09,5.17,0.49,5.17,0.55,0.85,0.51,7.07,0.51,83.33,50.0,16.67,100.0,83.33,100.0,83.33,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.33,1.57,0.5,1.56,2.17,0.11,1.67,0.41,2.17,0.32,1.24,1.46,0.67,0.26,1.17,0.25,1.35,1.02,1.33,0.83,26.0,51.0,0.0,0.0,33.33,16.67,4.0,0.0,2.8,0.0,30.6,1.8,1.8,0.09,0.09,3.33,0.47,6.0,0.66,0.34,0.47,2.97,0.47,66.67,16.67,33.33,50.0,33.33,33.33,66.67,10.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,15:00,RONDA 17,Bologna,Atalanta,4,7,2.825568181818182,3.348821548821549,2.8778935185185186,1.44,2.63,1.36,3.2,2.1,1.7,4.0,1.25,1.8,1.95,0.3539111200482606,0.2986125075407199,0.3474763724110195,0.07407442077044556,1.3603458676855018,1.3410416247737782,0.33,0.75,1.33,0.26,2.67,0.16,1.33,0.77,4.0,0.33,1.46,1.24,0.5,0.4,1.33,0.13,1.33,0.91,1.67,0.33,40.2,42.5,16.67,16.67,0.0,0.0,4.67,0.0,2.5,0.0,23.43,1.8,1.8,0.09,0.09,3.5,0.36,4.33,0.39,0.39,0.5,3.42,0.51,50.0,16.67,50.0,66.67,50.0,33.33,83.33,20.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-0.33,-0.97,0.17,2.73,1.17,0.25,-1.33,-0.56,-0.17,-4.18,1.24,1.46,0.83,0.16,1.17,0.17,1.61,1.15,1.67,1.5,36.17,22.25,16.67,16.67,50.0,33.33,4.0,1.0,2.67,1.0,33.58,1.8,1.8,0.09,0.09,5.17,0.28,4.0,0.6,0.44,0.5,3.67,0.47,100.0,66.67,0.0,83.33,66.67,66.67,33.33,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,15:00,RONDA 17,Torino,Udinese,9,17,1.8361111111111112,3.7771428571428576,5.246031746031746,1.5,2.5,1.4,3.0,2.25,1.62,4.33,1.22,2.05,1.7,0.5446293494704992,0.264750378214826,0.19062027231467474,0.45732913515390655,1.8986384266263236,0.8366111951588502,0.17,1.03,0.33,0.58,1.83,0.15,1.5,0.51,1.67,0.46,1.46,1.24,0.33,0.2,1.5,0.09,1.13,0.98,1.17,0.83,50.5,48.33,33.33,16.67,66.67,16.67,4.33,0.0,3.29,0.0,36.0,1.8,1.8,0.09,0.09,6.0,0.48,1.83,0.73,0.37,1.01,3.15,0.99,33.33,16.67,66.67,66.67,50.0,33.33,50.0,20.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-0.67,-0.92,-0.67,-1.04,1.0,0.36,-1.67,-0.34,-0.67,-1.91,1.24,1.46,0.0,1.0,1.33,0.09,1.13,1.52,0.67,1.33,66.5,22.0,33.33,33.33,33.33,33.33,2.0,,2.5,,34.5,1.8,1.8,0.09,0.09,4.33,0.3,7.5,0.29,0.39,0.73,4.07,0.77,50.0,16.67,50.0,50.0,33.33,50.0,16.67,20.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,18:00,RONDA 17,Inter,Lecce,1,12,1.285194805194805,7.374068554396422,11.587822014051522,1.29,3.5,1.2,4.5,1.62,2.25,2.63,1.5,2.25,1.57,0.7780921584478578,0.13561034761519808,0.08629749393694422,0.9454070512929728,2.4698868229587716,0.39450282942603077,1.0,0.35,1.67,0.33,2.17,0.17,3.67,0.22,3.33,0.25,1.46,1.24,1.17,0.27,2.0,0.2,2.3,0.76,2.5,0.83,34.67,43.33,50.0,50.0,16.67,16.67,5.83,0.0,2.61,0.0,35.34,1.8,1.8,0.09,0.09,6.33,0.42,3.0,0.94,0.47,1.01,4.46,0.81,83.33,33.33,16.67,83.33,66.67,50.0,66.67,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,-0.33,-1.21,-0.33,-2.08,0.67,0.26,0.0,1.0,-0.67,-0.91,1.24,1.46,0.33,0.38,1.67,0.15,1.0,1.09,1.17,1.5,47.2,44.0,50.0,50.0,50.0,50.0,2.5,0.0,2.3,0.0,30.2,1.8,1.8,0.09,0.09,2.67,0.56,4.83,0.52,0.55,0.63,5.12,0.65,50.0,50.0,50.0,83.33,50.0,83.33,0.0,0.0,10.0,20.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,18:00,RONDA 17,Verona,Cagliari,19,16,2.5000496277915634,3.4139333152615885,3.256367162249515,1.44,2.63,1.36,3.2,2.08,1.73,3.75,1.29,1.8,1.95,0.39999205971097346,0.29291726218834363,0.30709067810068286,0.1424660123967719,1.492893441321264,1.2141892964903922,-0.33,-0.52,-0.67,-0.34,0.83,0.43,-1.0,-0.49,-1.33,-0.5,1.46,1.24,0.5,0.25,1.33,0.29,1.36,1.51,1.0,1.67,47.75,33.4,16.67,16.67,33.33,0.0,5.17,0.0,5.25,0.0,25.0,1.8,1.8,0.09,0.09,3.17,0.42,5.5,0.68,0.44,0.82,4.07,0.84,83.33,50.0,16.67,66.67,66.67,66.67,16.67,10.0,0.0,10.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.5,-1.24,-1.33,-0.73,0.17,3.63,-1.17,-1.24,-3.67,-0.59,1.24,1.46,0.17,1.97,1.83,0.26,0.88,1.38,0.67,2.0,58.67,41.5,0.0,0.0,33.33,16.67,2.67,0.0,2.0,0.0,30.33,1.8,1.8,0.09,0.09,3.83,0.52,6.67,0.28,0.33,1.03,3.14,1.04,66.67,16.67,33.33,83.33,66.67,50.0,0.0,20.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-23,20:45,RONDA 17,AS Roma,Napoli,8,5,3.2490196078431373,3.1442125237191654,2.67258064516129,1.44,2.63,1.36,3.2,2.15,1.67,4.0,1.25,1.8,1.95,0.30778515389257693,0.3180446590223295,0.3741701870850936,0.08753459303500005,1.2414001207000602,1.4405552202776102,0.67,0.61,2.0,0.41,2.5,0.19,2.0,0.69,4.0,0.41,1.46,1.24,0.83,0.33,2.33,0.08,1.59,0.83,2.67,0.67,52.17,45.67,50.0,16.67,33.33,16.67,5.0,0.0,2.33,0.0,28.96,1.8,1.8,0.09,0.09,5.33,0.41,3.67,0.49,0.39,0.52,4.41,0.63,66.67,16.67,33.33,83.33,66.67,50.0,83.33,0.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.67,0.71,1.5,0.56,2.33,0.18,2.33,0.6,3.83,0.38,1.24,1.46,0.83,0.27,1.83,0.11,1.96,0.74,2.17,0.67,35.2,51.0,33.33,33.33,33.33,33.33,6.0,,2.57,,21.62,1.8,1.8,0.09,0.09,5.67,0.44,4.83,0.33,0.45,0.63,4.11,0.57,83.33,16.67,16.67,83.33,66.67,50.0,66.67,10.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0
TURQUIA - LIGA 1,2023-12-23,11:30,RONDA 17,Genclerbirligi,Tuzlaspor,6,16,1.8251461988304096,4.079738562091504,4.831269349845202,1.36,3.0,1.25,3.75,1.8,2.0,3.0,1.36,1.8,1.91,0.5479013136815123,0.24511374559436075,0.20698494072412682,0.457556652775788,1.8888176866388977,0.8660685677667411,0.17,1.63,0.33,1.44,1.5,0.22,1.17,0.59,1.33,0.64,1.4,1.21,0.67,0.2,0.83,0.33,1.41,1.43,1.17,0.83,29.8,41.0,0.0,0.0,33.33,16.67,3.5,,3.0,,56.67,1.8,1.8,0.09,0.09,5.33,0.41,3.33,0.48,0.33,0.49,2.88,0.52,66.67,33.33,33.33,66.67,33.33,50.0,33.33,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.74,0.67,0.37,0.67,1.09,-2.33,-0.33,1.21,1.4,0.33,0.71,1.67,0.27,1.09,1.49,0.67,1.67,36.33,42.0,33.33,33.33,0.0,0.0,2.33,0.0,2.0,0.0,32.5,1.8,1.8,0.09,0.09,3.0,0.25,6.0,0.42,0.37,1.12,3.47,1.16,50.0,16.67,50.0,83.33,33.33,33.33,16.67,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
TURQUIA - LIGA 1,2023-12-23,17:00,RONDA 17,Sakaryaspor,Kocaelispor,5,2,2.604540598290598,3.4550028344671198,3.0616640502354784,1.44,2.63,1.33,3.25,2.1,1.7,3.75,1.25,1.83,1.83,0.38394486945464246,0.28943536312734586,0.3266197674180118,0.11662287096530906,1.4412699714912731,1.2692946653813812,-0.17,-2.66,0.33,1.02,1.5,0.18,-0.17,-3.33,1.33,0.52,1.4,1.21,0.17,2.34,1.83,0.1,1.67,0.93,1.33,1.0,53.2,50.0,16.67,0.0,33.33,0.0,3.17,0.0,2.7,0.0,46.3,1.8,1.8,0.09,0.09,3.83,0.46,3.17,0.22,0.38,0.93,3.66,0.95,50.0,0.0,50.0,100.0,16.67,50.0,33.33,10.0,0.0,30.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.67,0.85,1.17,0.76,2.5,0.26,2.67,0.61,3.17,0.66,1.21,1.4,1.0,0.27,1.17,0.2,1.04,1.12,1.83,0.67,22.0,43.67,0.0,0.0,33.33,16.67,4.33,0.0,2.1,0.0,28.9,1.8,1.8,0.09,0.09,5.0,0.5,3.67,0.93,0.5,0.5,4.25,0.51,100.0,16.67,0.0,83.33,33.33,33.33,83.33,0.0,10.0,10.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-23,16:00,RONDA 18,Al-Taawon,Al-Fateh,4,7,1.8297619047619047,4.30532212885154,4.520588235294118,1.29,3.5,1.17,4.5,1.57,2.35,2.38,1.53,1.62,2.2,0.5465191932335719,0.23227065712426806,0.22121014964216004,0.4524383395723237,1.871828236824984,0.8959011060507482,1.0,0.29,1.0,0.29,1.83,0.15,3.33,0.09,2.33,0.39,1.5,1.25,1.33,0.19,1.0,0.34,1.53,1.24,1.83,0.83,12.0,55.75,33.33,33.33,33.33,16.67,5.17,0.0,3.07,0.0,25.38,1.8,1.8,0.09,0.09,5.33,0.34,6.83,0.34,0.52,0.82,4.3,0.77,83.33,66.67,16.67,83.33,66.67,66.67,50.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.33,1.57,0.5,1.89,1.83,0.18,1.0,0.71,1.83,0.55,1.25,1.5,1.0,0.19,1.5,0.08,1.39,1.26,1.83,1.33,41.33,57.33,16.67,16.67,0.0,0.0,4.33,,2.47,,25.75,1.8,1.8,0.09,0.09,5.17,0.6,3.67,0.24,0.67,0.4,5.24,0.38,83.33,66.67,16.67,100.0,83.33,100.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-23,19:00,RONDA 18,Al-Ittihad FC,Al-Raed,6,17,1.422077922077922,6.016483516483516,7.657342657342657,1.29,3.5,1.17,4.5,1.53,2.38,2.38,1.53,1.91,1.8,0.7031963470319634,0.16621004566210046,0.13059360730593608,0.7858095927652045,2.2757990867579907,0.5579908675799088,0.67,0.52,0.5,1.36,1.67,0.32,2.33,0.36,1.17,1.39,1.5,1.25,1.17,0.17,2.17,0.11,2.11,0.68,2.17,1.67,34.4,39.0,0.0,0.0,0.0,0.0,6.0,1.0,2.6,9.25,22.6,1.8,1.8,0.09,0.09,5.67,0.32,4.33,0.81,0.38,0.96,3.68,0.67,83.33,33.33,16.67,83.33,66.67,66.67,50.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,-0.17,-2.94,-0.5,-2.83,0.5,0.17,-0.17,-3.33,-1.5,-0.38,1.25,1.5,0.83,0.15,1.0,0.39,1.21,1.71,1.17,1.67,20.33,20.0,16.67,16.67,16.67,16.67,3.67,,2.56,,30.67,1.8,1.8,0.09,0.09,6.0,0.42,4.67,0.36,0.35,1.06,2.76,1.06,50.0,50.0,50.0,50.0,50.0,50.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INGLATERRA - PREMIER LEAGUE,2023-12-23,13:30,RONDA 18,West Ham,Manchester Utd,8,7,2.722222222222222,3.7692307692307687,2.722222222222222,1.33,3.25,1.22,4.33,1.7,2.1,2.75,1.44,1.57,2.25,0.3673469387755102,0.2653061224489796,0.3673469387755102,0.14430750636460155,1.3673469387755104,1.3673469387755104,0.83,0.46,0.0,1.0,1.33,0.17,3.17,0.23,0.33,2.21,1.6,1.28,1.0,0.09,1.83,0.13,1.61,1.3,1.5,1.5,16.8,50.2,50.0,33.33,16.67,16.67,4.33,0.0,2.8,0.0,29.23,1.8,1.8,0.09,0.09,5.0,0.46,4.5,0.66,0.45,0.7,3.91,0.63,83.33,33.33,16.67,83.33,50.0,66.67,33.33,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.33,0.94,0.5,0.85,2.0,0.27,2.0,0.22,1.5,1.06,1.28,1.6,0.67,0.1,1.17,0.17,1.2,1.63,1.33,0.83,38.6,39.0,33.33,33.33,16.67,16.67,3.5,,2.97,,31.07,1.8,1.8,0.09,0.09,4.0,0.31,8.0,0.2,0.41,0.84,3.36,0.79,66.67,33.33,33.33,50.0,50.0,33.33,66.67,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
INGLATERRA - PREMIER LEAGUE,2023-12-23,16:00,RONDA 18,Fulham,Burnley,11,19,1.7634285714285713,3.9597946963216426,5.543712574850299,1.36,3.0,1.29,3.75,1.91,1.99,3.2,1.36,1.8,1.95,0.5670771224886585,0.2525383452149492,0.1803845322963923,0.5036585891624704,1.9537697126809246,0.7936919421041262,0.0,1.0,1.0,0.23,2.0,0.13,0.67,0.97,2.0,0.55,1.6,1.28,0.5,0.66,2.0,0.14,2.08,1.16,2.0,1.0,38.75,49.5,16.67,16.67,16.67,0.0,3.33,0.0,1.5,0.0,28.58,1.8,1.8,0.09,0.09,6.33,0.49,2.17,0.67,0.46,1.06,4.08,0.97,50.0,50.0,50.0,66.67,50.0,33.33,66.67,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,-0.5,-0.63,-1.33,-0.9,0.5,0.98,-1.83,-0.71,-3.33,-0.59,1.28,1.6,0.33,0.27,1.5,0.11,1.2,1.24,0.67,2.0,36.67,38.67,16.67,16.67,16.67,16.67,2.5,0.0,3.33,0.0,33.33,1.8,1.8,0.09,0.09,3.67,1.05,6.5,0.56,0.32,1.05,4.12,1.36,100.0,16.67,0.0,83.33,66.67,50.0,16.67,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
