League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_Saldo_Golos_H_HT,CV_Saldo_Golos_H_HT,Media_Saldo_Golos_H_FT,CV_Saldo_Golos_H_FT,PPJ_H,CV_PPJ_H,Power_Ranking_HT_H,CV_Power_Ranking_HT_H,Power_Ranking_FT_H,CV_Power_Ranking_FT_H,Average_Goals_Scored_by_Home_Teams,Average_Goals_Conceded_by_Home_Teams,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_Geral_GM_H,Media_Geral_GS_H,Media_GM_H_6j,Media_GS_H_6j,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H_1P,media_chutes_home,media_chutes_por_gol_H,media_movel_chutes_por_gol_H,media_ataques_perigosos_por_gol_H,media_movel_ataques_perigosos_por_gol_H,media_cartoes_amarelos_H,media_movel_media_cartoes_amarelos_H,media_cartoes_vermelhos_H,media_movel_media_cartoes_vermelhos_H,Media_FT_Corners_H_MAR,CV_Corners_H_MAR,Media_FT_Corners_H_SFR,CV_Corners_H_SFR,Media_VG_H,CV_VG_H,Media_CG_H,CV_CG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Porc_Home_Win,0x0_Home,1x0_Home,1x1_Home,0x1_Home,2x0_Home,2x1_Home,2x2_Home,0x2_Home,1x2_Home,3x0_Home,3x1_Home,3x2_Home,3x3_Home,0x3_Home,1x3_Home,2x3_Home,Goleada_Home,O_qualquer_Empate_Home,Media_Saldo_Golos_A_HT,CV_Saldo_Golos_A_HT,Media_Saldo_Golos_A_FT,CV_Saldo_Golos_A_FT,PPJ_A,CV_PPJ_A,Power_Ranking_HT_A,CV_Power_Ranking_HT_A,Power_Ranking_FT_A,CV_Power_Ranking_FT_A,Average_Goals_Scored_by_Away_Teams,Average Goals Conceded by Away Teams,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_Geral_GM_A,Media_Geral_GS_A,Media_GM_A_6j,Media_GS_A_6j,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A_1P,media_chutes_away,media_chutes_por_gol_A,media_movel_chutes_por_gol_A,media_ataques_perigosos_por_gol_A,media_movel_ataques_perigosos_por_gol_A,media_cartoes_amarelos_A,media_movel_media_cartoes_amarelos_A,media_cartoes_vermelhos_A,media_movel_media_cartoes_vermelhos_A,Media_FT_Corners_A_MAR,CV_Corners_A_MAR,Media_FT_Corners_A_SFR,CV_Corners_A_SFR,Media_VG_A,CV_VG_A,Media_CG_A,CV_CG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Porc_Away_Win,0x0_Away,1x0_Away,1x1_Away,0x1_Away,2x0_Away,2x1_Away,2x2_Away,0x2_Away,1x2_Away,3x0_Away,3x1_Away,3x2_Away,3x3_Away,0x3_Away,1x3_Away,2x3_Away,Goleada_Away,O_qualquer_Empate_Away
ÁFRICA DO SUL - PRIMEIRA LIGA,2023-12-24,14:30,RONDA 15,Cape Town City,Mamelodi,4,1,5.407822299651568,3.526373189434819,1.881449110216748,1.56,2.33,1.49,2.5,2.42,1.47,4.65,1.14,2.25,1.61,0.18491731876330905,0.28357747359129415,0.5315052076453969,0.4374073069618595,0.8383294298812213,1.8780930965274847,0.0,1.0,0.83,0.23,2.17,0.09,0.67,1.14,2.5,0.24,1.13,0.9,0.33,0.45,1.17,0.08,1.37,0.77,1.33,0.5,55.25,25.33,16.67,16.67,16.67,16.67,4.83,2.0,2.92,43.5,36.88,1.8,1.8,0.09,0.09,5.5,0.45,2.67,0.64,0.26,0.85,2.53,0.83,50.0,16.67,50.0,50.0,33.33,33.33,66.67,10.0,20.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.49,1.5,0.73,3.0,0.18,4.33,0.26,4.5,0.21,0.9,1.13,1.33,0.23,0.5,0.53,1.62,0.51,1.67,0.17,19.0,,0.0,0.0,50.0,50.0,4.17,0.0,2.67,0.0,37.0,1.8,1.8,0.09,0.09,3.5,0.67,3.33,0.71,0.27,0.39,2.9,0.29,100.0,33.33,0.0,66.67,16.67,16.67,100.0,10.0,0.0,10.0,20.0,0.0,0.0,10.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
TAILÂNDIA - LIGA 1,2023-12-24,11:30,RONDA 15,Lamphun Warrior,Trat FC,12,13,1.9028265107212476,4.085164260305503,4.35392506690455,1.32,3.2,1.19,4.0,1.67,2.12,2.6,1.41,1.62,2.24,0.5255339855554986,0.2447881985350612,0.22967781590944014,0.40813893922346434,1.821390155201557,0.9338216462633816,0.33,0.52,0.33,0.75,1.67,0.16,1.33,0.56,1.0,0.54,1.53,1.18,1.0,0.13,1.0,0.19,1.32,1.18,1.5,1.17,26.2,41.4,0.0,0.0,50.0,0.0,3.83,0.0,2.6,0.0,32.23,1.8,1.8,0.09,0.09,4.5,0.28,3.5,0.49,0.42,0.69,3.36,0.66,100.0,33.33,0.0,100.0,50.0,66.67,50.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-1.25,-0.37,-2.25,-0.37,0.25,0.47,-2.25,-0.27,-4.25,-0.15,1.18,1.53,0.0,,1.5,,0.8,2.2,0.25,2.5,,28.33,16.67,16.67,66.67,66.67,2.75,2.67,,22.33,,1.8,1.8,0.09,0.09,3.0,0.76,6.5,0.34,0.15,1.73,1.68,1.73,50.0,50.0,50.0,75.0,75.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAILÂNDIA - LIGA 1,2023-12-24,12:00,RONDA 15,Chiangrai,Prachuap,5,16,2.256236922581684,3.674442988204456,3.5132832080200505,1.38,2.9,1.26,3.34,1.88,1.86,3.08,1.3,1.7,2.1,0.4432158653160222,0.2721500927379084,0.28463404194606934,0.23359696538893182,1.6017976886859748,1.1260522185761164,0.83,0.21,1.0,0.46,2.0,0.25,3.17,0.13,3.0,0.44,1.53,1.18,1.0,0.14,0.83,0.41,1.35,1.14,1.5,0.5,19.4,58.0,16.67,16.67,33.33,0.0,3.83,0.0,2.57,0.0,22.7,1.8,1.8,0.09,0.09,3.33,0.48,7.17,0.41,0.44,0.59,3.64,0.57,83.33,33.33,16.67,83.33,33.33,50.0,50.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,-1.44,-1.0,-0.58,0.33,0.97,-0.67,-0.81,-2.67,-0.54,1.18,1.53,0.17,0.89,2.0,0.28,1.16,1.86,0.83,1.83,56.0,56.4,33.33,33.33,0.0,0.0,4.33,0.0,3.0,0.0,39.33,1.8,1.8,0.09,0.09,4.5,0.52,4.83,0.49,0.32,1.09,2.65,1.09,50.0,16.67,50.0,66.67,33.33,50.0,0.0,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TAILÂNDIA - LIGA 1,2023-12-24,12:30,RONDA 15,Bangkok Utd,Police Tero,1,9,1.3558119898677174,6.133435192258721,10.060985797827902,1.22,3.8,1.11,5.15,1.44,2.51,2.15,1.65,1.83,1.93,0.7375653906833846,0.16304077057211658,0.09939383874449889,0.8610414628513263,2.3757369426222703,0.4612222868056132,-0.33,-0.69,1.33,0.19,2.33,0.09,-0.67,-1.31,3.67,0.19,1.53,1.18,0.0,1.0,2.0,0.08,2.27,0.76,1.83,0.5,67.4,60.0,33.33,33.33,0.0,0.0,4.67,0.0,2.37,0.0,43.63,1.8,1.8,0.09,0.09,5.0,0.6,2.33,1.35,0.26,0.66,2.8,0.6,33.33,0.0,66.67,83.33,50.0,50.0,66.67,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,-0.33,-0.88,-1.0,-0.53,1.5,0.17,0.0,1.0,-1.0,-0.58,1.18,1.53,0.83,0.21,2.0,0.15,1.26,1.71,1.5,2.5,41.5,22.0,33.33,16.67,0.0,0.0,4.67,0.0,3.14,0.0,38.14,1.8,1.8,0.09,0.09,2.5,0.99,6.67,0.55,0.8,0.46,7.91,0.47,100.0,83.33,0.0,83.33,83.33,83.33,50.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
TAILÂNDIA - LIGA 1,2023-12-24,13:00,RONDA 15,Pathum United,Nakhon Pathom,2,11,1.4516958277254375,5.376651213797916,7.989703703703703,1.24,3.6,1.13,4.8,1.49,2.38,2.29,1.58,1.74,2.04,0.6888495378310974,0.18598937521439632,0.12516108695450628,0.7578344762883082,2.2525379887076884,0.5614726360779152,0.5,0.5,2.0,0.36,2.67,0.17,2.17,0.77,4.67,0.4,1.53,1.18,1.0,0.07,1.83,0.21,2.17,0.97,2.67,0.67,48.8,9.0,33.33,33.33,0.0,0.0,7.0,0.0,3.15,0.0,35.22,1.8,1.8,0.09,0.09,5.67,0.63,3.83,0.51,0.57,0.75,4.95,0.69,50.0,50.0,50.0,66.67,66.67,33.33,83.33,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,1.0,-0.67,-1.12,0.83,0.63,0.67,0.68,-1.33,-1.28,1.18,1.53,0.5,0.42,2.33,0.1,1.29,2.29,1.33,2.0,52.4,41.2,50.0,50.0,16.67,16.67,4.33,0.0,2.87,0.0,41.07,1.8,1.8,0.09,0.09,3.33,0.73,4.33,0.44,0.71,0.59,6.91,0.59,50.0,33.33,50.0,83.33,50.0,66.67,16.67,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURQUIA - LIGA 1,2023-12-24,11:30,RONDA 17,Bandirmaspor,Adanaspor,4,14,1.4977777777777777,4.814285714285714,8.023809523809524,1.33,3.25,1.25,3.75,1.75,2.05,3.0,1.36,2.0,1.73,0.6676557863501484,0.20771513353115728,0.12462908011869436,0.7164682128802367,2.2106824925816024,0.5816023738872405,0.17,1.47,1.0,0.61,1.83,0.07,0.83,1.2,2.33,0.3,1.4,1.21,0.5,0.4,1.17,0.32,1.56,1.13,1.5,0.5,35.67,36.33,33.33,33.33,16.67,0.0,5.33,,2.33,,26.64,1.8,1.8,0.09,0.09,7.33,0.24,3.33,0.91,0.31,1.21,2.85,1.13,50.0,33.33,50.0,50.0,33.33,33.33,50.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,-1.17,-1.04,0.5,0.0,0.67,2.62,-3.17,-0.1,1.21,1.4,0.33,0.38,1.5,0.28,0.77,1.8,0.5,1.67,39.67,56.6,16.67,16.67,33.33,33.33,1.83,0.0,2.33,0.0,54.33,1.8,1.8,0.09,0.09,3.5,0.43,6.67,0.22,0.3,1.08,3.9,1.21,33.33,16.67,66.67,50.0,33.33,33.33,16.67,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
TURQUIA - LIGA 1,2023-12-24,11:30,RONDA 17,Bodrumspor,Goztepe,7,3,2.4496277915632754,3.4614305750350636,3.301672240802676,1.44,2.63,1.33,3.25,2.08,1.73,3.75,1.25,1.83,1.83,0.40822528363047,0.2888978930307941,0.3028768233387358,0.15978965775581666,1.5135737439222041,1.1975283630470015,0.83,0.28,1.17,0.27,2.17,0.08,2.17,0.18,2.83,0.21,1.4,1.21,1.0,0.25,1.0,0.09,1.67,0.74,1.67,0.5,39.0,48.0,16.67,16.67,16.67,16.67,5.67,0.0,1.81,0.0,23.38,1.8,1.8,0.09,0.09,5.0,0.55,2.33,0.69,0.41,0.85,3.53,0.84,66.67,33.33,33.33,66.67,50.0,33.33,66.67,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.17,2.04,0.67,0.77,2.17,0.18,1.17,0.42,2.33,0.35,1.21,1.4,0.5,0.3,0.83,0.61,1.16,1.44,1.17,0.5,56.4,,16.67,16.67,16.67,0.0,3.33,0.0,2.7,0.0,37.1,1.8,1.8,0.09,0.09,3.17,0.53,5.83,0.48,0.36,0.58,2.96,0.57,50.0,16.67,50.0,33.33,16.67,16.67,66.67,10.0,0.0,30.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
TURQUIA - LIGA 1,2023-12-24,14:00,RONDA 17,Umraniyespor,Giresunspor,11,17,1.4224705882352942,5.347633790358248,9.090977443609022,1.33,3.25,1.22,4.0,1.73,2.08,2.75,1.4,2.1,1.67,0.7030022330659168,0.18699859399553387,0.10999917293854934,0.789836246127899,2.296005293193284,0.516996112811182,-0.17,-0.52,-0.67,-0.42,0.83,0.11,-0.17,-2.58,-1.33,-0.38,1.4,1.21,0.33,0.26,1.5,0.2,1.51,1.3,0.83,1.5,28.0,30.8,50.0,33.33,0.0,0.0,3.5,0.0,2.78,0.0,52.22,1.8,1.8,0.09,0.09,4.33,0.46,3.83,0.63,0.28,1.55,2.28,1.51,66.67,16.67,33.33,66.67,50.0,50.0,16.67,10.0,0.0,10.0,20.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,-1.0,-0.58,-1.83,-0.38,0.17,2.04,-2.67,-0.56,-4.17,-0.42,1.21,1.4,0.33,0.86,1.83,0.18,0.96,1.69,0.83,2.67,44.25,29.0,16.67,0.0,50.0,50.0,2.5,0.0,1.38,0.0,39.38,1.8,1.8,0.09,0.09,3.0,0.85,6.0,0.3,0.45,0.76,4.59,0.82,83.33,50.0,16.67,83.33,83.33,66.67,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
TURQUIA - LIGA 1,2023-12-24,17:00,RONDA 17,Altay,Keciorengucu,18,12,4.066365007541479,3.6383265856950073,2.086687306501548,1.4,2.75,1.29,3.5,1.98,1.83,3.4,1.3,1.8,1.91,0.24591988130563794,0.2748516320474777,0.4792284866468842,0.31151219915632894,1.0126112759643915,1.7125370919881304,-0.33,-0.26,-1.67,-0.31,0.67,0.49,-0.33,-2.56,-3.0,-0.71,1.4,1.21,0.33,0.42,2.0,0.1,1.16,1.48,0.67,2.33,48.75,50.0,50.0,50.0,16.67,16.67,3.33,,3.0,,42.75,1.8,1.8,0.09,0.09,3.33,0.59,5.67,0.38,0.35,0.78,3.72,0.91,50.0,16.67,50.0,66.67,50.0,50.0,16.67,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-0.67,-0.93,-0.17,-5.4,1.5,0.14,-1.0,-1.2,0.83,0.96,1.21,1.4,0.0,1.0,1.17,0.44,1.21,1.33,0.83,1.0,72.33,39.33,16.67,16.67,50.0,50.0,3.0,,1.78,,36.67,1.8,1.8,0.09,0.09,4.83,0.72,5.17,0.34,0.36,1.33,3.0,1.37,33.33,33.33,66.67,50.0,33.33,33.33,33.33,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-24,19:00,RONDA 18,Al-Wehda,Al-Riyadh,9,15,1.7365079365079368,4.5583333333333345,4.883928571428572,1.33,3.25,1.2,4.33,1.67,2.15,2.63,1.44,1.73,2.0,0.5758683729433272,0.21937842778793412,0.20475319926873856,0.5148062261061476,1.9469835466179155,0.8336380255941498,0.0,1.0,0.83,0.98,1.67,0.27,0.33,2.45,1.5,0.87,1.5,1.25,1.0,0.25,2.17,0.09,1.46,1.54,2.5,1.67,37.0,22.0,0.0,0.0,50.0,16.67,6.17,0.0,2.82,0.0,27.14,1.8,1.8,0.09,0.09,4.33,0.34,3.17,0.62,0.73,0.31,6.14,0.29,100.0,83.33,0.0,100.0,83.33,83.33,50.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,0.0,-1.5,-0.41,-1.67,-0.95,1.0,0.26,-3.83,-0.34,-2.67,-0.28,1.25,1.5,0.17,0.49,1.83,0.2,1.12,2.75,1.0,2.67,63.5,16.4,33.33,33.33,16.67,16.67,2.83,0.0,1.88,0.0,22.0,1.8,1.8,0.09,0.09,5.17,0.62,4.5,0.66,0.65,0.81,12.17,1.23,83.33,66.67,16.67,83.33,83.33,50.0,33.33,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INGLATERRA - PREMIER LEAGUE,2023-12-24,14:00,RONDA 18,Wolves,Chelsea,13,10,3.9633507853403143,3.9633507853403143,2.0186666666666664,1.36,3.0,1.25,4.0,1.85,2.05,3.0,1.4,1.7,2.05,0.2523117569352708,0.2523117569352708,0.49537648612945845,0.3437454365609638,1.0092470277410832,1.7384412153236461,0.17,2.07,0.17,2.58,1.83,0.22,0.83,1.52,1.5,0.51,1.6,1.28,0.67,0.2,1.67,0.25,1.09,1.26,1.5,1.33,40.17,38.6,16.67,0.0,33.33,16.67,2.67,0.0,1.75,0.0,24.5,1.8,1.8,0.09,0.09,4.17,0.98,5.0,0.63,0.74,0.5,6.78,0.65,83.33,16.67,16.67,83.33,66.67,83.33,50.0,0.0,20.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.33,0.92,0.67,1.24,1.67,0.29,1.67,0.83,1.33,1.09,1.28,1.6,1.0,0.27,1.67,0.17,1.52,1.13,2.0,1.33,32.6,13.25,16.67,16.67,33.33,33.33,4.5,,1.85,,13.85,1.8,1.8,0.09,0.09,3.17,0.72,3.5,0.75,0.61,0.85,4.83,0.82,83.33,83.33,16.67,83.33,66.67,66.67,50.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,0.0
TURQUIA - SUPER LIGA,2023-12-24,11:30,RONDA 18,Konyaspor,Kayserispor,17,3,2.586666666666667,3.5865546218487396,2.9887955182072834,1.4,2.75,1.29,3.5,1.93,1.93,3.25,1.33,1.73,2.0,0.38659793814432986,0.2788191190253046,0.33458294283036544,0.13202816984857882,1.4386129334582942,1.282567947516401,0.0,1.0,0.0,1.0,1.17,0.26,0.67,0.61,-0.33,-3.2,1.61,1.28,0.17,1.05,2.0,0.11,1.38,0.93,1.17,1.17,61.0,61.25,50.0,50.0,0.0,0.0,5.5,,4.5,,33.0,1.8,1.8,0.09,0.09,3.83,0.77,5.17,0.53,0.3,0.6,2.43,0.58,33.33,0.0,66.67,100.0,33.33,50.0,33.33,0.0,0.0,30.0,0.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.5,1.33,-0.33,-2.41,1.33,0.15,2.17,0.72,0.0,1.0,1.28,1.61,0.83,0.33,2.17,0.11,1.34,2.02,1.5,1.83,40.4,55.67,33.33,33.33,50.0,50.0,2.67,4.0,2.05,41.0,18.4,1.8,1.8,0.09,0.09,3.17,0.39,6.5,0.2,0.69,0.77,5.75,0.7,50.0,33.33,50.0,100.0,66.67,83.33,33.33,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
TURQUIA - SUPER LIGA,2023-12-24,14:00,RONDA 18,Adana Demirspor,Antalyaspor,7,8,2.2307347670250897,3.917387883556255,3.3733062330623307,1.3,3.4,1.18,4.5,1.62,2.25,2.5,1.5,1.53,2.38,0.44828278770837515,0.2552721430006025,0.29644506929102227,0.24900403925240594,1.600120506125728,1.1446073508736694,1.0,0.25,2.17,0.3,2.67,0.16,3.33,0.23,4.83,0.34,1.61,1.28,1.0,0.32,1.83,0.13,2.22,0.93,2.5,0.33,27.2,,16.67,0.0,66.67,33.33,5.67,2.0,3.1,26.5,20.08,1.8,1.8,0.09,0.09,4.0,0.5,4.5,0.25,0.68,0.85,5.62,0.76,66.67,33.33,33.33,66.67,66.67,16.67,83.33,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.33,1.93,1.17,0.2,0.0,1.0,0.0,1.0,1.28,1.61,0.67,0.1,1.33,0.15,1.07,1.52,1.5,1.17,24.75,37.4,0.0,0.0,0.0,0.0,4.67,2.33,2.94,7.33,20.88,1.8,1.8,0.09,0.09,5.83,0.31,4.67,0.29,0.62,0.98,5.92,1.05,83.33,50.0,16.67,66.67,50.0,50.0,33.33,0.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
TURQUIA - SUPER LIGA,2023-12-24,17:00,RONDA 18,Fenerbahce,Galatasaray,1,2,2.283333333333333,3.914285714285714,3.261904761904762,1.29,3.5,1.18,4.5,1.6,2.3,2.5,1.5,1.53,2.38,0.43795620437956206,0.25547445255474455,0.30656934306569344,0.23059224815958124,1.5693430656934308,1.1751824817518248,0.83,0.33,2.0,0.26,2.5,0.09,1.5,0.76,4.0,0.2,1.61,1.28,1.33,0.22,2.83,0.15,2.42,1.13,3.33,1.33,28.17,33.75,33.33,33.33,16.67,0.0,7.0,1.25,2.09,12.0,19.84,1.8,1.8,0.09,0.09,7.83,0.5,3.33,0.41,0.33,0.29,4.56,0.31,100.0,50.0,0.0,100.0,100.0,66.67,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.5,0.88,1.17,0.76,2.5,0.1,2.5,0.24,3.17,0.21,1.28,1.61,0.67,0.55,1.33,0.06,1.64,1.0,1.67,0.5,40.67,39.0,0.0,0.0,33.33,33.33,5.5,3.0,4.14,28.5,44.11,1.8,1.8,0.09,0.09,6.0,0.34,3.33,0.35,0.29,0.59,2.79,0.5,66.67,16.67,33.33,66.67,50.0,33.33,83.33,10.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,10.0,0.0
ESCÓCIA - PRIMEIRA LIGA,2023-12-24,13:00,RONDA 19,Motherwell,Rangers,11,2,9.95238095238095,5.499999999999999,1.393333333333333,1.29,3.5,1.2,4.5,1.62,2.25,2.5,1.53,1.95,1.8,0.10047846889952154,0.18181818181818185,0.7177033492822967,0.8214350945566324,0.4832535885167465,2.334928229665072,-0.67,-0.47,-0.83,-0.73,0.33,2.21,-1.67,-0.6,-2.5,-0.82,1.52,1.15,0.17,1.17,3.17,0.19,1.43,1.57,1.67,2.5,66.2,48.33,16.67,0.0,0.0,0.0,3.5,0.0,1.67,0.0,30.03,1.8,1.8,0.09,0.09,4.5,0.48,5.17,0.45,0.56,0.51,4.83,0.52,50.0,33.33,50.0,83.33,83.33,83.33,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.83,0.82,2.33,0.52,2.67,0.18,2.83,0.16,5.0,0.34,1.15,1.52,1.0,0.14,1.5,0.26,2.15,0.98,2.5,0.17,31.5,,33.33,33.33,0.0,0.0,8.17,0.0,4.14,0.0,33.7,1.8,1.8,0.09,0.09,7.33,0.29,3.17,1.67,0.31,0.66,3.69,0.56,100.0,16.67,0.0,100.0,33.33,16.67,83.33,0.0,10.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,30.0,10.0,0.0
TAILÂNDIA - LIGA 1,2023-12-25,13:00,RONDA 15,Port MTI FC,Ratchaburi,3,10,1.5922333924699388,4.787458511142722,6.132250227755846,1.26,3.5,1.14,4.7,1.5,2.35,2.31,1.57,1.63,2.22,0.6280486295094957,0.20887909475821426,0.16307227573229008,0.6276976765169875,2.093024983286701,0.6980959219550844,0.67,0.34,1.17,0.5,2.0,0.16,2.33,0.23,2.17,0.57,1.53,1.18,1.17,0.12,2.83,0.14,1.95,1.14,2.83,1.67,26.4,40.5,16.67,16.67,50.0,16.67,7.0,0.0,2.53,0.0,19.93,1.8,1.8,0.09,0.09,7.17,0.35,3.67,0.97,0.39,0.5,4.36,0.53,100.0,50.0,0.0,100.0,83.33,83.33,66.67,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,-0.67,-1.23,0.5,0.4,1.0,0.61,-1.67,-0.51,1.18,1.53,0.5,0.27,1.33,0.15,0.84,1.24,0.83,1.5,42.0,57.4,0.0,0.0,66.67,66.67,2.83,0.0,2.62,0.0,36.75,1.8,1.8,0.09,0.09,3.33,0.97,4.17,0.41,0.37,0.75,3.16,0.79,66.67,33.33,33.33,66.67,50.0,66.67,0.0,10.0,30.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
